"ID";"Regions";"Periods";"NumberOfOrganisations_1";"TheatreHalls_2";"StadiumsAndMultiPurposeHalls_3";"InTheatreHalls_4";"InStadiumsAndMultiPurposeHalls_5";"TotalPerformances_6";"TheatrePerformances_7";"MusicalPerformances_8";"DancePerformances_9";"MusicTheatrePerformances_10";"CabaretPerformances_11";"OtherPerformances_12";"TotalAttendance_13";"TheatrePerformances_14";"MusicalPerformances_15";"DancePerformances_16";"MusicTheatrePerformances_17";"CabaretPerformances_18";"AttendanceOtherPerformances_19"
"474";"GM0344 ";"2023JJ00";"       8";"      15";"       .";"    9745";"       .";"    2954";"     670";"    1456";"       .";"     409";"     159";"       .";"    1188";"     103";"     662";"       .";"       .";"      69";"      20"
"475";"GM0363 ";"1999JJ00";"      44";"      48";"      12";"   20671";"   15950";"    5983";"    2353";"    1702";"     640";"     466";"     511";"     311";"    2346";"     273";"    1142";"     266";"     329";"     168";"     169"
"476";"GM0363 ";"2000JJ00";"      44";"      48";"      12";"   20671";"   15950";"    7117";"    2986";"    2099";"     722";"     454";"     414";"     442";"    2690";"     361";"    1282";"     307";"     389";"     127";"     224"
"477";"GM0363 ";"2001JJ00";"      42";"      51";"      12";"   21087";"   15950";"    7694";"    2697";"    2573";"     438";"     504";"     622";"     861";"    2825";"     445";"    1414";"     210";"     330";"     264";"     163"
"478";"GM0363 ";"2002JJ00";"      42";"      52";"      12";"   21387";"   15950";"    7635";"    2452";"    2977";"     515";"     530";"     629";"     533";"    2980";"     350";"    1574";"     213";"     417";"     299";"     128"
"479";"GM0363 ";"2003JJ00";"      43";"      63";"       .";"   24707";"       .";"    9820";"    3512";"    2929";"     723";"     663";"     855";"    1137";"    3045";"     429";"    1460";"     203";"     486";"     276";"     191"
"480";"GM0363 ";"2004JJ00";"      42";"      62";"       .";"   25565";"       .";"   10574";"    3206";"    3565";"     832";"     638";"    1268";"    1065";"    3296";"     371";"    1764";"     193";"     439";"     416";"     113"
"481";"GM0363 ";"2005JJ00";"      47";"      72";"      22";"   33134";"  144680";"   10804";"    3111";"    3198";"     908";"     786";"    1472";"    1329";"    3207";"     366";"    1448";"     199";"     472";"     480";"     241"
"482";"GM0363 ";"2006JJ00";"      48";"      74";"      21";"   33863";"  113030";"   10158";"    2837";"    3780";"     683";"     844";"    1180";"     833";"    4094";"     307";"    2531";"     297";"     576";"     259";"     126"
"483";"GM0363 ";"2007JJ00";"      49";"      83";"      20";"   34839";"  112085";"   11650";"    2986";"    4260";"     953";"     746";"    1203";"    1501";"    3795";"     297";"    2240";"     228";"     497";"     296";"     236"
"484";"GM0363 ";"2008JJ00";"      47";"      73";"      20";"   36547";"   96685";"   11379";"    3383";"    4499";"     490";"    1232";"    1152";"     623";"    4095";"     345";"    2502";"     180";"     541";"     292";"     236"
"485";"GM0363 ";"2009JJ00";"      45";"      73";"      20";"   28987";"   61101";"   10709";"    3050";"    4580";"    1165";"     454";"     725";"     734";"    4192";"     518";"    2844";"     147";"     236";"     222";"     224"
"486";"GM0363 ";"2010JJ00";"      46";"      73";"       9";"   33461";"   61101";"   10474";"    3650";"    4171";"     500";"     639";"     853";"     661";"    3994";"     496";"    2498";"     175";"     383";"     236";"     206"
"487";"GM0363 ";"2011JJ00";"      48";"      78";"      20";"   30857";"   60966";"   11533";"    4400";"    4292";"     454";"     687";"    1040";"     660";"    3967";"     480";"    2398";"     105";"     447";"     295";"     242"
"488";"GM0363 ";"2012JJ00";"      47";"      78";"      19";"   39681";"   54946";"   11214";"    4098";"    4464";"     366";"     472";"     857";"     957";"    3875";"     480";"    2550";"      79";"     263";"     264";"     239"
"489";"GM0363 ";"2013JJ00";"      44";"      73";"      18";"   38096";"   54140";"   10045";"    2956";"    4697";"     359";"     352";"     873";"     807";"    4934";"     442";"    3519";"     162";"     220";"     297";"     293"
"490";"GM0363 ";"2014JJ00";"      42";"      67";"      16";"   39360";"   54877";"   10855";"    3033";"    4328";"     376";"     376";"    1055";"    1689";"    5107";"     642";"    3346";"     200";"     226";"     251";"     443"
"491";"GM0363 ";"2015JJ00";"      42";"      72";"      15";"   40750";"   56850";"   11193";"    3596";"    4052";"     472";"     407";"    1108";"    1558";"    5543";"     697";"    3489";"     228";"     296";"     338";"     496"
"492";"GM0363 ";"2016JJ00";"      42";"      66";"       9";"   40767";"   81850";"    9997";"    3021";"    3929";"     558";"     439";"    1069";"     981";"    5293";"     543";"    3380";"     253";"     332";"     392";"     392"
"493";"GM0363 ";"2017JJ00";"      41";"      68";"       9";"   42474";"   91850";"    9977";"    2789";"    4148";"     572";"     447";"    1123";"     898";"    5350";"     522";"    3880";"     188";"     227";"     307";"     226"
"494";"GM0363 ";"2018JJ00";"      41";"      75";"      16";"   43611";"   90660";"   10356";"    2513";"    4022";"     484";"     591";"    1431";"    1315";"    5405";"     373";"    3764";"     191";"     452";"     411";"     214"
"495";"GM0363 ";"2019JJ00";"      39";"      89";"      18";"   40576";"   91435";"   10321";"    2398";"    3876";"     599";"     609";"    1234";"    1605";"    5453";"     357";"    3570";"     228";"     614";"     427";"     257"
"496";"GM0363 ";"2020JJ00";"      38";"      70";"      19";"   39773";"   85000";"    4822";"    1726";"    1192";"     325";"     495";"     536";"     546";"    1183";"     182";"     643";"      63";"      81";"     137";"      76"
"497";"GM0363 ";"2021JJ00";"      38";"      75";"      18";"   43526";"       .";"    4130";"     809";"     988";"     383";"     346";"     550";"    1055";"    1022";"     135";"     461";"      71";"     121";"     129";"     104"
"498";"GM0363 ";"2022JJ00";"      41";"      71";"      26";"   43069";"       .";"    8734";"    1924";"    3561";"     730";"     562";"     645";"    1312";"    5399";"     292";"    3920";"     307";"     392";"     226";"     262"
"499";"GM0363 ";"2023JJ00";"      40";"      73";"      30";"   41078";"       .";"    8487";"    2041";"    3473";"     562";"     762";"     843";"     806";"    5662";"     381";"    3780";"     350";"     665";"     310";"     176"
"500";"GM0518 ";"1999JJ00";"      17";"      26";"      28";"   10324";"   21700";"    2825";"     992";"     620";"     318";"     426";"     342";"     127";"    1419";"     124";"     426";"     114";"     553";"     157";"      46"
"501";"GM0518 ";"2000JJ00";"      17";"      25";"      28";"   10324";"   21700";"    2484";"     882";"     387";"     293";"     351";"     368";"     203";"    1120";"     112";"     233";"      90";"     507";"     153";"      26"
"502";"GM0518 ";"2001JJ00";"      17";"      27";"      28";"   11774";"   21700";"    2498";"    1032";"     391";"     232";"     392";"     225";"     228";"    1216";"     151";"     199";"      74";"     603";"     163";"      27"
"503";"GM0518 ";"2002JJ00";"      17";"      30";"      28";"   14175";"   21700";"    2702";"    1144";"     476";"     195";"     367";"     445";"      75";"    1092";"     170";"     253";"      25";"     537";"      98";"      11"
"504";"GM0518 ";"2003JJ00";"      17";"      27";"       .";"   13595";"       .";"    3595";"    1426";"     651";"     313";"     477";"     463";"     265";"    1516";"     170";"     404";"     113";"     654";"     112";"      61"
"505";"GM0518 ";"2004JJ00";"      16";"      26";"       .";"   14196";"       .";"    3290";"    1256";"     837";"     213";"     396";"     367";"     222";"    1387";"     188";"     422";"      69";"     537";"      74";"      97"
"506";"GM0518 ";"2005JJ00";"      16";"      28";"       8";"   13620";"    2700";"    3117";"     780";"     747";"     302";"     606";"     501";"     181";"    1447";"      99";"     327";"      80";"     796";"      92";"      53"
"507";"GM0518 ";"2006JJ00";"      16";"      26";"      30";"   13418";"   21800";"    3068";"     847";"     797";"     328";"     580";"     441";"      74";"    1503";"      90";"     403";"      94";"     806";"      84";"      25"
"508";"GM0518 ";"2007JJ00";"      16";"      29";"      38";"   13814";"   21770";"    3762";"    1476";"     687";"     343";"     495";"     686";"      75";"    1400";"     205";"     314";"      75";"     687";"      90";"      29"
"509";"GM0518 ";"2008JJ00";"      15";"      24";"       5";"   13020";"    1200";"    3050";"     998";"     622";"     146";"     625";"     497";"     162";"    1517";"     119";"     273";"      68";"     866";"     123";"      69"
"510";"GM0518 ";"2009JJ00";"      14";"      26";"       5";"   14211";"    1200";"    3135";"    1053";"     674";"     189";"     590";"     358";"     272";"    1468";"     137";"     270";"      60";"     858";"      85";"      57"
"511";"GM0518 ";"2010JJ00";"      16";"      28";"       5";"   13583";"    1200";"    3097";"    1220";"     605";"     143";"     450";"     390";"     290";"    1310";"     185";"     236";"      55";"     670";"     111";"      53"
"512";"GM0518 ";"2011JJ00";"      17";"      29";"       5";"   12651";"    1000";"    3285";"    1178";"     662";"     310";"     462";"     442";"     232";"    1099";"     134";"     251";"      73";"     441";"     108";"      92"
"513";"GM0518 ";"2012JJ00";"      16";"      25";"       5";"   12522";"    1200";"    3056";"    1027";"     538";"     190";"     441";"     404";"     457";"    1084";"     135";"     195";"      59";"     559";"      90";"      46"
"514";"GM0518 ";"2013JJ00";"      16";"      28";"       5";"   12597";"    1200";"    2833";"     941";"     676";"     214";"     444";"     403";"     155";"    1092";"     125";"     223";"      78";"     540";"      96";"      30"
"515";"GM0518 ";"2014JJ00";"      16";"      28";"       5";"   12373";"    1200";"    3867";"     930";"     690";"     259";"     510";"     356";"    1122";"    1081";"     125";"     231";"      88";"     510";"      66";"      61"
"516";"GM0518 ";"2015JJ00";"      15";"      26";"       4";"   10333";"     500";"    2757";"     897";"     650";"     233";"     447";"     351";"     179";"    1029";"     125";"     224";"      67";"     512";"      78";"      21"
"517";"GM0518 ";"2016JJ00";"      16";"      27";"       0";"   11205";"       0";"    3267";"     933";"     960";"     334";"     440";"     349";"     251";"    1048";"     113";"     251";"      68";"       .";"      89";"      35"
"518";"GM0518 ";"2017JJ00";"      14";"      25";"       0";"   10901";"       0";"    3219";"     970";"     737";"     354";"     534";"     339";"     286";"    1231";"     116";"     205";"      77";"       .";"      84";"      59"
"519";"GM0518 ";"2018JJ00";"      14";"      27";"       0";"   11142";"       0";"    3366";"     998";"     831";"     279";"     545";"     426";"     286";"    1266";"     136";"     240";"      68";"       .";"     109";"      38"
"520";"GM0518 ";"2019JJ00";"      14";"      27";"       0";"   11152";"       .";"    3072";"     937";"     701";"     263";"     556";"     372";"     242";"    1294";"     135";"     242";"      64";"       .";"     103";"      45"
"521";"GM0518 ";"2020JJ00";"      13";"      25";"       0";"    9890";"       .";"    1451";"     470";"     356";"     121";"     109";"     198";"     197";"     204";"      33";"      71";"      27";"      30";"      32";"      11"
"522";"GM0518 ";"2021JJ00";"      15";"      28";"       0";"   14037";"       0";"    1696";"     335";"     218";"     204";"     164";"     181";"     595";"     369";"      30";"       .";"       .";"       .";"      24";"      81"
"523";"GM0518 ";"2022JJ00";"      15";"      29";"       .";"   13105";"       .";"    2890";"       .";"     862";"       .";"     532";"       .";"      79";"    1051";"       .";"     292";"       .";"       .";"      99";"       8"
"524";"GM0518 ";"2023JJ00";"      15";"      28";"       .";"   13168";"       .";"    3577";"    1202";"     827";"       .";"     497";"     409";"       .";"    1095";"     124";"     361";"       .";"       .";"      93";"      54"
"525";"GM0599 ";"1999JJ00";"      14";"      21";"      27";"    7227";"   15800";"    2649";"     993";"     652";"     198";"     226";"     203";"     377";"    1339";"     156";"     791";"     100";"     149";"      99";"      43"
"526";"GM0599 ";"2000JJ00";"      14";"      21";"      27";"    7227";"   15800";"    2172";"     764";"     590";"     127";"     245";"     211";"     234";"    1635";"     113";"    1175";"      75";"     140";"      82";"      51"
"527";"GM0599 ";"2001JJ00";"      13";"      21";"      27";"    7227";"   15800";"    2625";"     846";"     744";"     113";"     363";"     172";"     386";"    2145";"     137";"    1209";"      38";"     243";"     100";"     419"
"528";"GM0599 ";"2002JJ00";"      14";"      22";"      27";"    8762";"   15800";"    2562";"     844";"     530";"     207";"     231";"     196";"     554";"    2126";"     108";"    1124";"     132";"     283";"     111";"     366"
"529";"GM0599 ";"2003JJ00";"      14";"      22";"       .";"    8794";"       .";"    2510";"     867";"     518";"     152";"     401";"     182";"     390";"    2030";"     148";"    1127";"      33";"     542";"      82";"      97"
"530";"GM0599 ";"2004JJ00";"      14";"      22";"       .";"    9254";"       .";"    2779";"     953";"     659";"     179";"     294";"     243";"     451";"    1935";"     139";"    1185";"      32";"     320";"     135";"     124"
"531";"GM0599 ";"2005JJ00";"      15";"      26";"      26";"   20901";"   37800";"    2833";"     806";"    1192";"     165";"     238";"     236";"     196";"    1922";"     287";"    1202";"      41";"     166";"     112";"     115"
"532";"GM0599 ";"2006JJ00";"      15";"      26";"       3";"   20101";"    6800";"    3020";"    1078";"     803";"     149";"     353";"     352";"     285";"    1861";"     209";"     721";"      74";"     441";"     221";"     194"
"533";"GM0599 ";"2007JJ00";"      15";"      28";"       3";"   20391";"    6800";"    3158";"    1000";"     933";"     161";"     379";"     281";"     404";"    2445";"     129";"    1394";"      43";"     282";"     151";"     447"
"534";"GM0599 ";"2008JJ00";"      16";"      26";"       4";"   20161";"   56800";"    3437";"    1100";"     895";"     144";"     610";"     274";"     414";"    2224";"     196";"     851";"      58";"     684";"     190";"     246"
"535";"GM0599 ";"2009JJ00";"      15";"      27";"       3";"   20201";"    6800";"    3226";"    1015";"     946";"     162";"     439";"     309";"     354";"    1835";"     181";"     683";"      55";"     436";"     225";"     254"
"536";"GM0599 ";"2010JJ00";"      14";"      27";"       3";"   20091";"    6800";"    2857";"     897";"     919";"     112";"     325";"     242";"     363";"    1823";"     165";"     745";"      61";"     338";"     175";"     338"
"537";"GM0599 ";"2011JJ00";"      14";"      25";"       3";"   19640";"     250";"    3058";"     954";"     867";"     162";"     380";"     272";"     423";"    1935";"     173";"     751";"      85";"     373";"     170";"     382"
"538";"GM0599 ";"2012JJ00";"      14";"      22";"       9";"   28210";"    6800";"    2419";"     791";"     793";"     126";"     239";"     240";"     230";"    1394";"     210";"     819";"      35";"      90";"      49";"     191"
"539";"GM0599 ";"2013JJ00";"      12";"      22";"       9";"   21794";"   10800";"    2175";"     592";"     745";"     140";"     259";"     210";"     229";"    1248";"     109";"     727";"      43";"     132";"      52";"     186"
"540";"GM0599 ";"2014JJ00";"      13";"      24";"       9";"   26147";"   22800";"    2540";"     721";"     843";"     138";"     325";"     205";"     309";"    1221";"     115";"     740";"      35";"     121";"      43";"     168"
"541";"GM0599 ";"2015JJ00";"      13";"      22";"       9";"   21612";"   12800";"    2690";"     758";"     950";"     161";"     217";"     224";"     379";"    1116";"      93";"     619";"      38";"     115";"      47";"     204"
"542";"GM0599 ";"2016JJ00";"      14";"      28";"       9";"   26717";"   23300";"    3163";"     755";"     994";"     195";"       .";"     295";"     513";"    1439";"     116";"     552";"      84";"     329";"      97";"     261"
"543";"GM0599 ";"2017JJ00";"      13";"      28";"       9";"   26771";"   23300";"    3257";"     727";"     981";"     234";"     457";"     310";"     548";"    1433";"     108";"     380";"      89";"     291";"     197";"     369"
"544";"GM0599 ";"2018JJ00";"      13";"      24";"       9";"   26051";"   23300";"    2935";"     699";"     973";"     194";"     446";"     321";"     304";"    1233";"     108";"     549";"      58";"     215";"     105";"     196"
"545";"GM0599 ";"2019JJ00";"      14";"      26";"       9";"   26382";"   23300";"    3107";"     701";"    1108";"     190";"     514";"     383";"     212";"    1693";"      79";"     832";"      45";"     325";"     163";"       ."
"546";"GM0599 ";"2020JJ00";"      15";"      32";"       9";"   27642";"   23300";"    1435";"     292";"     386";"     122";"     150";"     302";"     183";"     444";"      28";"     266";"      22";"      53";"      62";"      13"
"547";"GM0599 ";"2021JJ00";"      16";"      29";"       9";"   27821";"   23300";"    2033";"     432";"     472";"     222";"     240";"     348";"     319";"     215";"      24";"     117";"      12";"      22";"      25";"      14"
"548";"GM0599 ";"2022JJ00";"      16";"      30";"       .";"   24957";"       .";"    5181";"    1203";"    1027";"     456";"     686";"     851";"     958";"    1360";"      74";"     653";"      50";"      98";"     153";"     332"
"549";"GM0599 ";"2023JJ00";"      15";"      28";"       .";"   23121";"       .";"    5369";"    1298";"    1125";"     267";"     809";"     966";"     904";"    1879";"      94";"    1013";"      99";"     252";"     168";"     253"
"550";"A028758";"1999JJ00";"      80";"     104";"      31";"   41805";"   63950";"   10799";"    3674";"    3049";"     905";"     859";"    1583";"     729";"    4257";"     582";"    1366";"     365";"     465";"     586";"     894"
"551";"A028758";"2000JJ00";"      78";"     106";"      31";"   43181";"   63950";"   11621";"    4113";"    3511";"     805";"     810";"    1379";"    1003";"    4253";"     679";"    1454";"     244";"     508";"     687";"     682"
"552";"A028758";"2001JJ00";"      74";"     108";"      31";"   45481";"   63950";"   11461";"    3638";"    3934";"     652";"     784";"    1541";"     912";"    4233";"     677";"    1622";"     222";"     401";"     564";"     748"
"553";"A028758";"2002JJ00";"      71";"     113";"      35";"   47877";"   64950";"   12151";"    3782";"    3840";"     958";"    1015";"    1439";"    1118";"    4329";"     644";"    1513";"     267";"     578";"     537";"     791"
"554";"A028758";"2003JJ00";"      68";"     104";"       .";"   45044";"       .";"   11447";"    3156";"    3814";"    1137";"     995";"    1426";"     919";"    3355";"     510";"    1261";"     281";"     578";"     529";"     195"
"555";"A028758";"2004JJ00";"      73";"     112";"       .";"   52375";"       .";"   12477";"    3750";"    4623";"     762";"     887";"    1662";"     794";"    3819";"     570";"    1707";"     218";"     508";"     620";"     195"
"556";"A028758";"2005JJ00";"      79";"     132";"      30";"   65521";"   99370";"   15676";"    4348";"    6060";"     801";"    1332";"    2112";"    1022";"    5598";"     659";"    2675";"     196";"    1207";"     661";"     200"
"557";"A028758";"2006JJ00";"      78";"     125";"      29";"   69529";"  118355";"   15402";"    4003";"    6207";"     876";"    1251";"    1970";"    1095";"    5048";"     578";"    2543";"     199";"     939";"     589";"     200"
"558";"A028758";"2007JJ00";"      80";"     134";"      42";"   78909";"  129336";"   16062";"    4669";"    5511";"     786";"    1608";"    2250";"    1238";"    5425";"     656";"    2745";"     183";"     816";"     768";"     257"
"559";"A028758";"2008JJ00";"      79";"     136";"      33";"   84243";"  129424";"   17216";"    5366";"    5847";"     900";"    1554";"    2156";"    1392";"    6042";"     671";"    2706";"     213";"     955";"     730";"     767"
"560";"A028758";"2009JJ00";"      80";"     138";"      56";"   71385";"  120003";"   17081";"    5053";"    6785";"     704";"    1401";"    1976";"    1162";"    5755";"     746";"    2734";"     183";"     824";"     689";"     579"
"561";"A028758";"2010JJ00";"      83";"     147";"      32";"   75687";"  125553";"   16126";"    4928";"    5865";"     682";"    1420";"    1843";"    1386";"    5609";"     684";"    2627";"     212";"     770";"     665";"     651"
"562";"A028758";"2011JJ00";"      79";"     140";"      27";"   67666";"  100640";"   16300";"    4994";"    5794";"     768";"    1253";"    2072";"    1419";"    5560";"     698";"    2717";"     205";"     640";"     643";"     657"
"563";"A028758";"2012JJ00";"      77";"     143";"      28";"   69914";"  107008";"   14939";"    4893";"    5463";"     664";"     991";"    1917";"    1011";"    4612";"     659";"    2162";"     209";"     424";"     617";"     541"
"564";"A028758";"2013JJ00";"      76";"     140";"      28";"   70024";"  107708";"   14551";"    4346";"    5234";"     684";"    1040";"    2191";"    1056";"    4536";"     652";"    2008";"     195";"     407";"     695";"     579"
"565";"A028758";"2014JJ00";"      80";"     149";"      23";"   76786";"   91408";"   14911";"    3902";"    5970";"     734";"    1018";"    2060";"    1228";"    4617";"     640";"    2088";"     215";"     400";"     664";"     610"
"566";"A028758";"2015JJ00";"      83";"     160";"      22";"   79257";"   88658";"   15845";"    4081";"    6514";"     619";"    1212";"    1999";"    1420";"    4862";"     681";"    2260";"     171";"     489";"     666";"     596"
"567";"A028758";"2016JJ00";"      82";"     170";"      29";"   85607";"   92588";"   16275";"    3702";"    7027";"     584";"    1259";"    2104";"    1600";"    4967";"     612";"    2501";"     175";"     537";"     705";"     436"
"568";"A028758";"2017JJ00";"      82";"     158";"      24";"   76874";"   93658";"   15749";"    3494";"    6720";"     611";"    1291";"    1954";"    1680";"    4904";"     542";"    2646";"     169";"     529";"     638";"     380"
"569";"A028758";"2018JJ00";"      83";"     165";"      23";"   72434";"  104074";"   16583";"    3690";"    6883";"     666";"    1435";"    2090";"    1819";"    5230";"     573";"    2718";"     193";"     619";"     728";"     400"
"570";"A028758";"2019JJ00";"      84";"     165";"      23";"   73814";"   96824";"   16708";"    3882";"    6774";"     688";"    1467";"    2304";"    1592";"    5136";"     601";"    2594";"     194";"     544";"     873";"     331"
"571";"A028758";"2020JJ00";"      82";"     159";"      26";"   75805";"   98788";"    7468";"    1672";"    2786";"     393";"     841";"    1216";"     560";"    1504";"     201";"     689";"      75";"     189";"     286";"      64"
"572";"A028758";"2021JJ00";"      83";"     165";"      14";"   80699";"    5268";"    6468";"    1314";"    2521";"     340";"     538";"     999";"     756";"     985";"     155";"     469";"      35";"     102";"     172";"      53"
"573";"A028758";"2022JJ00";"      92";"     179";"      21";"   84627";"   84375";"   14947";"    2387";"    7242";"     784";"    1529";"    2005";"    1000";"    4406";"     334";"    2613";"     164";"     439";"     708";"     149"
"574";"A028758";"2023JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"575";"A007400";"1999JJ00";"     169";"     195";"      47";"   78856";"   32964";"   13671";"    4195";"    3258";"     861";"    1686";"    2832";"     839";"    3980";"     756";"    1089";"     289";"     712";"     892";"     241"
"576";"A007400";"2000JJ00";"     167";"     194";"      47";"   78529";"   32964";"   13937";"    4288";"    3252";"     639";"    1489";"    3005";"    1264";"    3817";"     715";"    1030";"     205";"     690";"     857";"     321"
"577";"A007400";"2001JJ00";"     165";"     199";"      47";"   80539";"   32964";"   14599";"    4353";"    3517";"     721";"    1639";"    2953";"    1415";"    4130";"     836";"    1093";"     233";"     680";"     915";"     373"
"578";"A007400";"2002JJ00";"     163";"     201";"      47";"   81492";"   32964";"   15510";"    5074";"    3529";"     829";"    1612";"    3136";"    1330";"    4366";"     841";"    1132";"     258";"     724";"     996";"     415"
"579";"A007400";"2003JJ00";"     157";"     206";"       .";"   88321";"       .";"   16073";"    4353";"    3900";"     760";"    1907";"    3305";"    1848";"    5016";"     883";"    1421";"     258";"     852";"    1142";"     461"
"580";"A007400";"2004JJ00";"     152";"     198";"       .";"   81748";"       .";"   14091";"    3581";"    3481";"     631";"    1681";"    3288";"    1429";"    3966";"     638";"    1032";"     184";"     714";"    1093";"     304"
"581";"A007400";"2005JJ00";"     168";"     229";"      49";"   98074";"   24272";"   18483";"    4684";"    5370";"    1038";"    2062";"    3920";"    1410";"    4885";"     832";"    1426";"     205";"     839";"    1267";"     315"
"582";"A007400";"2006JJ00";"     170";"     234";"      51";"  103093";"   24352";"   20637";"    5376";"    5717";"    1159";"    2462";"    4268";"    1656";"    5512";"     848";"    1625";"     297";"    1052";"    1309";"     381"
"583";"A007400";"2007JJ00";"     170";"     245";"      61";"  105517";"   28063";"   19957";"    5008";"    5973";"    1070";"    2258";"    4133";"    1516";"    5157";"     827";"    1496";"     229";"     969";"    1296";"     340"
"584";"A007400";"2008JJ00";"     172";"     238";"      58";"  106349";"   28167";"   20317";"    5280";"    5799";"    1000";"    2407";"    4246";"    1585";"    5205";"     801";"    1446";"     233";"    1040";"    1314";"     371"
"585";"A007400";"2009JJ00";"     175";"     245";"      50";"  107170";"   23079";"   21554";"    5279";"    7220";"    1091";"    2511";"    4014";"    1440";"    5262";"     810";"    1718";"     201";"     991";"    1193";"     349"
"586";"A007400";"2010JJ00";"     173";"     239";"      55";"  105138";"   22541";"   20730";"    5865";"    5578";"     922";"    2346";"    3857";"    2162";"    5280";"     941";"    1381";"     222";"     971";"    1135";"     631"
"587";"A007400";"2011JJ00";"     181";"     251";"      46";"  100120";"   12750";"   21887";"    6166";"    6106";"     971";"    2452";"    4288";"    1904";"    5362";"     923";"    1486";"     212";"     918";"    1217";"     607"
"588";"A007400";"2012JJ00";"     182";"     249";"      38";"  101829";"   18914";"   20635";"    5750";"    5560";"     780";"    2534";"    3965";"    2045";"    5078";"     843";"    1470";"     170";"    1143";"    1047";"     405"
"589";"A007400";"2013JJ00";"     179";"     245";"      52";"  102266";"   24570";"   18310";"    4514";"    5519";"     772";"    1976";"    4019";"    1512";"    4914";"    1139";"    1367";"     200";"     773";"    1087";"     348"
"590";"A007400";"2014JJ00";"     179";"     259";"      46";"  101408";"   24055";"   17354";"    3968";"    5070";"     717";"    1955";"    3750";"    1894";"    4283";"     677";"    1248";"     163";"     794";"     944";"     458"
"591";"A007400";"2015JJ00";"     175";"     245";"      44";"  101252";"   22405";"   17173";"    3813";"    5040";"     600";"    2101";"    3722";"    1898";"    4358";"     643";"    1233";"     137";"     883";"     983";"     479"
"592";"A007400";"2016JJ00";"     172";"     248";"      51";"   99834";"   28250";"   16227";"    2823";"    5723";"     516";"    1792";"    3511";"    1862";"    4042";"     509";"    1355";"     110";"     778";"     879";"     410"
"593";"A007400";"2017JJ00";"     175";"     252";"      53";"   99770";"   27730";"   17240";"    2610";"    5960";"     633";"    2140";"    3949";"    1948";"    4335";"     461";"    1449";"     149";"     867";"    1006";"     404"
"594";"A007400";"2018JJ00";"     176";"     264";"      51";"  103429";"   26185";"   17162";"    2556";"    5944";"     539";"    2546";"    3759";"    1818";"    4508";"     459";"    1540";"     126";"     985";"    1047";"     352"
"595";"A007400";"2019JJ00";"     179";"     272";"      54";"  104537";"   28145";"   17508";"    2655";"    5733";"     589";"    2801";"    4034";"    1696";"    4543";"     446";"    1480";"     139";"    1037";"    1114";"     327"
"596";"A007400";"2020JJ00";"     169";"     251";"      39";"  102092";"   25150";"    9137";"    1507";"    2979";"     329";"    1417";"    2112";"     793";"    1774";"     240";"     570";"      60";"     359";"     423";"     121"
"597";"A007400";"2021JJ00";"     173";"     261";"      34";"  105681";"   23958";"    8842";"    1513";"    2303";"     463";"     981";"    1692";"    1891";"    1175";"     153";"     393";"      27";"     204";"     273";"     126"
"598";"A007400";"2022JJ00";"     171";"     260";"      46";"   97145";"   22124";"   15797";"    2209";"    6040";"     497";"    1978";"    3371";"    1702";"    3609";"     363";"    1408";"      94";"     653";"     857";"     235"
"599";"A007400";"2023JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
